Model,Feature_Set,Number_of_Cases,Train_R2_Mean,Validation_R2_Mean,Validation_R2_Std,R2_Gap_Mean,Train_MAE_Mean,Validation_MAE_Mean,Validation_MAE_Std,Train_RMSE_Mean,Validation_RMSE_Mean,Validation_RMSE_Std
Linear Regression,Structured Only,250,0.7442724983278247,0.6075063567500129,0.08096146472027234,0.13676614157781192,8.185033524598946,10.250294344202564,1.3915545348698666,11.702649091064728,14.437021756884079,2.679520259773643
